id Turn;time;speaker;simultaneous;text;event
197;811.083;spk2;-;même leur père hein euh;-
197;812.482;spk2;-;bon bah s'il faut deux ans de plus pour arriver à quelque chose bah il te faut deux ans de plus;-
197;816.669;spk2;-;fallait ouais ils ont pas la pression y a pas de carottes;-
198;818.888;spk2;spk2 spk1;y a pas de;-
198;818.888;spk1;spk2 spk1;ouais;-
199;819.606;spk1;-;hm hm;-
200;820.164;spk2;-;d'exigences particulières à part faire des études;-
200;822.861;spk2;-;et euh pas y aller pour y aller quoi parce que c'est pas la peine d'aller perdre son temps;-
200;827.553;spk2;-;bon donc euh;-
201;828.519;spk2;spk2 spk1;Marine quand elle m'a parlé de la fac moi j'étais un peu réticente franchement euh la fac pour moi euh;-
201;828.519;spk1;spk2 spk1;ouais faut que ça leur plaise et oui hm hm;-
202;833.476;spk2;-;ça veut pas dire grand chose;-
202;835.284;spk2;-;parce que j'entendais beaucoup autour de moi les gens qui disaient euh ouais enfin mon enfant est à la fac mais il y va quand il veut;-
203;841.082;spk1;-;ouais;-
204;841.477;spk2;spk2 spk1;il fait rien euh;-
204;841.477;spk1;spk2 spk1;ouais;-
205;842.818;spk2;-;donc moi ça me faisait un peu peur parce que Marine je la voyais pas dans cette autonomie-là de travail;-
205;847.51;spk2;-;et de prise de conscience que;-
206;849.582;spk2;spk2 spk1;donc euh voilà ouais et;-
206;849.582;spk1;spk2 spk1;qu'il faut travailler par soi-même et que hm;-
207;851.744;spk2;-;franchement j'avais très très très peur;-
207;853.962;spk2;-;donc je l'ai mise en garde plein de fois je lui disais mais tu es sûr Marine ?;-
208;857.236;spk2;spk2 spk1;c'est ce que tu veux euh ?;-
208;857.236;spk1;spk2 spk1;-;rire
209;858.803;spk2;-;elle me disait mais fais-moi confiance euh je lui disais mais c'est pas que je te fais confiance c'est que;-
209;862.798;spk2;-;bah la vie avance;-
209;863.957;spk2;-;les gens avancent;-
209;865.116;spk2;-;et j'ai pas envie que tu toi tu avances pas quoi;-
210;867.188;spk2;spk2 spk1;pas que tu restes en retrait je voudrais que tu avances;-
210;867.188;spk1;spk2 spk1;hm hm hm;-
210;869.191;spk2;spk2 spk1;aussi que tu;-
210;869.191;spk1;spk2 spk1;hm;-
211;869.788;spk2;-;sois dans le mouvement donc euh;-
211;871.4;spk2;-;et puis elle m'a dit fais-moi confiance bon ben;-
211;874.073;spk2;-;puis bah je suis assez contente d'elle même fière;-
212;876.53;spk2;spk2 spk1;oh non mais;-
212;876.53;spk1;spk2 spk1;-;rire
213;877.894;spk1;-;c'est vrai c'est ce que je me dis hé franchement elle m'épate;-
214;880.029;spk2;spk2 spk1;y a des fois euh;-
214;880.029;spk1;spk2 spk1;ouais;-
215;880.964;spk2;-;je suis surprise;-
216;882.017;spk2;spk2 spk1;oui agréablement surpi- je lui dis pas trop;-
216;882.017;spk1;spk2 spk1;-;rire
216;884.783;spk2;spk2 spk1;non parce que après non mais c'est quand je lui dis après euh c'est vrai qu'elle montre qu'elle est contente mais faut pas que je lui dise;-
216;884.783;spk1;spk2 spk1;-;rire
216;884.783;spk1;spk2 spk1;-;rire
216;892.168;spk2;spk2 spk1;faut qu'elle en profite un peu;-
216;892.168;spk1;spk2 spk1;-;rire
216;893.976;spk2;spk2 spk1;-;rire
216;893.976;spk2;spk2 spk1;-;rire
216;893.976;spk1;spk2 spk1;-;rire
216;898.764;spk2;spk2 spk1;donc voilà donc pour moi euh;-
216;898.764;spk1;spk2 spk1;d'accord hm;-
217;901.341;spk2;-;sinon pour mon ça c'est le parcours personnel docn j'ai cheminé;-
217;905.396;spk2;-;ouais tranquillement;-
218;907.187;spk1;-;ouais;-
219;908.009;spk2;-;voilà j'ai j'ai pas refait ma vie euh;-
219;913.302;spk2;-;avec un homme mais avec une femme;-
220;914.869;spk1;-;hm;-
221;915.258;spk2;-;voilà;-
222;915.98;-;spk1;-;rire
223;917.403;spk2;-;donc moi je suis au clair avec ça j'ai dit à Marine est-ce que ça elle m'a dit non on est tous au clair;-
223;921.951;spk2;-;donc euh voilà les choses sont posées sont dites;-
223;925.418;spk2;-;tout de;-
223;926.229;spk2;-;y a pas de cachoteries;-
224;927.274;spk2;spk2 spk1;non y a pas;-
224;927.274;spk1;spk2 spk1;oui hm hm hm;-
225;928.721;spk2;-;bon on évite de trop en parler;-
225;930.461;spk2;-;parce que y a beaucoup de de non-dits ou de;-
226;932.942;spk2;spk2 spk1;de choses;-
226;932.942;spk1;spk2 spk1;ouais;-
227;933.318;spk2;-;qui se disent par derrière qui pourraient;-
228;935.663;spk2;spk2 spk1;faire du mal aux enfants par exemple je les ai;-
228;935.663;spk1;spk2 spk1;hm hm;-
229;937.567;spk2;-;protégés des années et des années j'en ai très très peu parlé même voire pas du tout sauf à des amis proches;-
230;942.956;spk1;-;ouais;-
231;943.221;spk2;-;parce qu'il étaient petits parce que euh;-
231;945.245;spk2;-;je voulais absolument les protéger;-
232;946.493;spk2;spk2 spk1;de ça parce que;-
232;946.493;spk1;spk2 spk1;hm hm;-
232;946.985;spk2;spk2 spk1;le monde est un peu cruel;-
232;946.985;spk1;spk2 spk1;ouais bah oui oui;-
232;949.225;spk2;spk2 spk1;donc euh voilà;-
232;949.225;spk1;spk2 spk1;hm hm hm hm;-
233;950.63;spk2;-;je me suis dit euh;-
233;951.73;spk2;-;le moyen de les protéger il est là;-
233;954.047;spk2;-;c'est de être un peu dans le non-dit mais franchement euh j'étais pas très;-
233;957.826;spk2;-;très bien par rapport à ça et;-
234;959.044;spk1;-;bah sûrement oui;-
235;960.042;spk2;spk2 spk1;parce que c'est caché et;-
235;960.042;spk1;spk2 spk1;hm hm ouais;-
235;962.042;spk2;spk2 spk1;que les choses euh mais bon;-
235;962.042;spk1;spk2 spk1;ouais hm hm hm hm;-
236;964.258;spk2;-;comme ça et puis bah maintenant aujourd'hui;-
237;966.209;spk2;spk2 spk1;ils sont grands euh qu'on en parle euh;-
237;966.209;spk1;spk2 spk1;et puis avec le temps ouais ouais;-
237;968.566;spk2;spk2 spk1;enfin voilà ils disent les choses euh;-
237;968.566;spk1;spk2 spk1;hm hm hm;-
238;970.873;spk2;-;très;-
238;971.761;spk2;-;moi je tenais euh;-
238;973.02;spk2;-;enfin c'est marrant parce que dep- depuis qu'ils sont tout petits euh je les ai ouverts sur plein de choses;-
238;977.993;spk2;-;et euh sur euh bah toutes les différences que peuvent exister sur euh;-
238;982.373;spk2;-;voilà c'est parce que moi j'ai tellement vécu euh des choses différentes on va dire et un petit peu euh;-
238;987.69;spk2;-;bah la banlieue euh;-
238;987.69;-;spk2;-;pf
238;990.748;spk2;-;pas trop d'argent à la maison;-
239;992.308;spk2;spk2 spk1;euh;-
239;992.308;spk1;spk2 spk1;hm;-
240;992.964;spk2;-;j'ai tellement vécu un peu cette mise à part que j'ai toujours voulu comme eux ils ont pas vécu ça on va dire;-
240;998.642;spk2;-;j'ai pas voulu que j- enfin j'ai voulu qu'ils sachent en tout cas comme;-
240;1002.661;spk2;-;c'était euh;-
240;1004.18;spk2;-;comment dire ça pouvait être cruel et euh;-
240;1006.709;spk2;-;de de renvoyer à quelqu'un qu'il était différent pas comme nous alors qu'on le connaissait pas;-
241;1010.993;spk2;spk2 spk1;et que enfin bon j'ai;-
241;1010.993;spk1;spk2 spk1;hm hm hm hm hm;-
242;1012.543;spk2;-;toujours essayé de les élever;-
242;1014.339;spk2;-;ouais ouais je trouve que si j'ai réussi;-
243;1015.872;spk2;spk2 spk1;je pense que oui quand même;-
243;1015.872;spk1;spk2 spk1;-;rire
244;1017.421;spk2;-;après hm voilà ils font leur chemin aussi;-
245;1019.799;spk1;-;oui bah ouais;-
246;1020.41;spk2;-;ils se construisent aussi avec les autres hein et euh;-
246;1022.883;spk2;-;voilà;-
246;1025.7;spk2;-;sinon au niveau professionnel moi mon parcours donc j'ai travaillé en IME;-
247;1029.936;spk2;spk2 spk1;donc c'est un institut médico-éducatif;-
247;1029.936;spk1;spk2 spk1;alors IME c'est;-
247;1033.234;spk2;spk2 spk1;donc qui accueille c'est que des enfants ouais de six à vingt ans;-
247;1033.234;spk1;spk2 spk1;où y a des enfants qui accueille des enfants hm d'accord;-
247;1037.446;spk2;spk2 spk1;euh déficients intellectuels donc à l'époque;-
247;1037.446;spk1;spk2 spk1;d'accord;-
248;1039.626;spk2;-;on disait euh moy- légers moyens profonds;-
249;1042.503;spk1;-;oui;-
250;1042.868;spk2;-;aujourd'hui ils sont plus répertoriés comme ça;-
251;1045.108;spk2;spk2 spk1;non;-
251;1045.108;spk1;spk2 spk1;hm;-
252;1045.573;spk2;-;c'est de la déficience intellectuelle on les on c'est plus trop;-
253;1048.598;spk1;-;hm;-
254;1049.69;spk2;spk2 spk1;et vous donc auprès de ces enfants vous;-
254;1049.69;spk1;spk2 spk1;euh j'ai travaillé alors je;-
255;1052.507;spk2;-;travaillais sur un groupe d'internat moi de alors j'ai fait des des j'ai travaillé sur des groupes de;-
255;1057.896;spk2;-;d'enfants euh de petits donc euh;-
255;1059.608;spk2;-;six dix ans euh adolescents garçons et adolescents filles;-
256;1063.555;spk1;-;d'accord;-
257;1064.041;spk2;-;en fait à l'époque ils étaient c'était pas des groupes transversaux c'était des groupes où tout le monde était;-
257;1068.878;spk2;-;y a avait les petits avec les petits;-
258;1070.066;spk2;spk2 spk1;les garçons avec les garçons;-
258;1070.066;spk1;spk2 spk1;d'accord hm;-
259;1071.052;spk2;-;et puis bon c'est toujours euh pas mixte;-
260;1073.138;spk2;spk2 spk1;pour les groupes;-
260;1073.138;spk1;spk2 spk1;hm d'accord;-
260;1074.513;spk2;spk2 spk1;parce que bon à l'adolescence c'est quand même euh;-
260;1074.513;spk1;spk2 spk1;oui;-
261;1077.138;spk2;-;faire attention;-
261;1077.138;-;spk2;-;rire
262;1078.273;spk1;-;oui;-
263;1078.662;spk2;-;mais euh;-
263;1080.35;spk2;-;donc j'ai travaillé à peu près six ans dans cet établissement ouais;-
263;1084.826;spk2;-;euh j'accompagnais donc des enfants euh bah;-
263;1087.932;spk2;-;tout ce qui est sur le versant éducatif c'était;-
263;1090.87;spk2;-;c'est-à-dire que c'est des enfants qui étaient euh;-
263;1090.87;-;spk2;-;pf
263;1093.158;-;spk2;-;pf
263;1094.326;spk2;-;retirés du milieu scolaire;-
263;1096.576;spk2;-;parce que i-;-
263;1098.504;spk2;-;y a y avait des troubles hein du comportement souvent;-
264;1100.72;spk1;-;mais dès dès six ans quoi enfin même les tout petits;-
265;1103.561;spk2;-;ah oui oui oui;-
266;1104.023;spk1;-;ouais;-
267;1104.436;spk2;-;ouais ouais ouais s'ils étaient orientés donc ils étaient reconnus comme étant handicapés;-
268;1108.167;spk1;-;oui;-
269;1108.556;spk2;-;donc par la c- la CDES je sais pas si s-;-
270;1110.628;spk2;spk2 spk1;ça vous parle;-
270;1110.628;spk1;spk2 spk1;hm hm hm;-
270;1110.628;spk1;spk2 spk1;-;rire
271;1112.195;spk2;-;donc à partir du moment où ils étaient reconnus comme étant handicapés;-
271;1115.229;spk2;-;ils étaient placés dans un établissement;-
272;1116.947;spk2;spk2 spk1;spécialisé où;-
272;1116.947;spk1;spk2 spk1;d'accord;-
273;1117.974;spk2;-;à l'intérieur et et y a une école;-
274;1120.575;spk2;spk2 spk1;avec des instituteurs spécialisés;-
274;1120.575;spk1;spk2 spk1;d'accord d'accord d'accord;-
275;1122.864;spk2;-;donc y a une école;-
276;1123.986;spk2;spk2 spk1;et des éducateurs;-
276;1123.986;spk1;spk2 spk1;d'accord;-
276;1125.176;spk2;spk2 spk1;qui euh;-
276;1125.176;spk1;spk2 spk1;hm hm;-
277;1125.974;spk2;-;donc les éducateurs participent également à la journée euh;-
277;1129.609;spk2;-;scolaire donc en petits groupes ils peuvent accompagner sur certains;-
277;1132.955;spk2;-;euh sur l'apprentissage de la lecture ou;-
277;1132.955;-;spk2;-;pf
277;1137.311;spk2;-;c'est des enfants qui ont très un niveau scolaire très très bas voire pas de niveau scolaire;-
277;1142.58;spk2;-;donc on peut aussi travailler sur des images;-
278;1144.603;spk2;spk2 spk1;enfin bon y a plein de supports euh;-
278;1144.603;spk1;spk2 spk1;ouai ouais ouais;-
279;1146.551;spk2;-;qu'on développe avec les enfants et on travaille av- en journée avec les instituteurs et en soirée on travaille plus le quotidien;-
279;1152.301;spk2;-;c'est-à-dire euh bah le respect des règles;-
280;1154.734;spk1;-;d'accord;-
281;1155.244;spk2;-;euh se laver euh manger correctement euh se tenir à table euh s'adresser correctement à l'autre enfin;-
282;1162.148;spk2;spk2 spk1;c'est vraiment euh non non non;-
282;1162.148;spk1;spk2 spk1;et ça ça c'est les ça c'est chez les six dix ans ou même après euh;-
282;1167.225;spk2;spk2 spk1;après oui non après après non après;-
282;1167.225;spk1;spk2 spk1;après d'accord ouais je me hm ouais hm hm;-
283;1171.292;spk2;-;souvent les enfants euh;-
283;1171.292;-;spk2;-;pf
283;1172.859;spk2;-;quand ils arrivent même à six ans ils ont déjà eu un parcours tellement chaotique;-
283;1176.95;spk2;-;euh;-
283;1178.301;spk2;-;le plus souvent c'est quand même dans des familles défavorisées hein que la déficience intellectuelle aujourd'hui on entend beaucoup euh;-
283;1184.003;spk2;-;les femmes qui ont bu euh;-
284;1185.217;spk1;-;oui;-
285;1185.739;spk2;spk2 spk1;pendant leur grossesse euh;-
285;1185.739;spk1;spk2 spk1;ouais oui;-
286;1187.571;spk2;-;y a aussi des des enfants qui ont euh;-
286;1190.292;spk2;-;dont les mamans ont eu des maladies aussi hein;-
287;1192.459;spk2;spk2 spk1;pendant leur grossesse;-
287;1192.459;spk1;spk2 spk1;oui d'accord;-
288;1193.59;spk1;-;hm hm hm;-
289;1194.196;spk1;spk1 spk2;hm hm hm hm hm hm hm hm;-
289;1194.196;spk2;spk1 spk2;toxoplasmose par exemple ça laisse des séquelles;-
290;1197.758;spk2;-;et puis euh y a y a des enfants c'est plutôt des un;-
290;1200.766;spk2;-;handicap social on va dire qui sont malheureusement pas dans un;-
291;1204.734;spk2;spk2 spk1;dans une famille fa- favorisée on leur;-
291;1204.734;spk1;spk2 spk1;dans un cadre ouais hm hm hm;-
292;1207.402;spk2;-;où on les aura stimulés;-
293;1208.825;spk1;-;hm hm hm;-
294;1209.455;spk2;-;où on les aura é- éduqués ou;-
294;1209.455;-;spk2;-;pf
294;1211.936;spk2;-;les enfants des fois ils arrivent c'est des enfants sauvages hein i- i- il n'y a aucune base de l'éducation de politesse de;-
295;1217.878;spk2;spk2 spk1;s'adresser à l'autre correctement c'est que par de l'agressivité c'est;-
295;1217.878;spk1;spk2 spk1;d'accord ouais ouais hm hm;-
296;1222.21;spk2;-;donc y a tout ça un peu à;-
297;1223.547;spk2;spk2 spk1;rééduquer on va dire et;-
297;1223.547;spk1;spk2 spk1;hm hm hm;-
298;1225.965;spk1;-;et c'est par les écoles en fait que ils viennent ensuite dans une IME ou c'est;-
299;1230.753;spk2;-;alors ils peuvent être repérés;-
300;1231.852;spk2;spk2 spk1;oui par des écoles;-
300;1231.852;spk1;spk2 spk1;ouais;-
301;1233.034;spk2;-;mais ça peut-être euh;-
302;1234.34;spk2;spk2 spk1;le médecin ouais ça peut-être;-
302;1234.34;spk1;spk2 spk1;d'accord hm;-
303;1235.979;spk2;-;bon souvent les enfants euh ils sont déjà repérés à l'école maternelle et le le le;-
303;1240.691;spk2;-;service de la PMI a un déjà un peu un oeil dessus quoi;-
304;1244.133;spk1;-;ouais;-
305;1244.59;spk2;-;et puis il arrive un moment où le milieu euh on va dire euh;-
305;1247.936;spk2;-;normal n'est plus vraiment adapté;-
305;1250.297;spk2;-;parce que euh c'est violent pour l'enfant qui a plus sa vraiment sa place dans l'école;-
305;1254.364;spk2;-;parce que les autres avancent lui il;-
306;1255.93;spk2;spk2 spk1;avance plus;-
306;1255.93;spk1;spk2 spk1;ouais ouais ouais;-
306;1256.917;spk2;spk2 spk1;donc c'est quand même assez violent de voir voilà ouais donc euh;-
306;1256.917;spk1;spk2 spk1;donc l'écart se creuse de plus en plus et euh;-
307;1260.383;spk2;-;et puis c'est dérangeant pour euh c- c- c- c'est malheureux;-
308;1263.753;spk2;spk2 spk1;de le dire c'est rien mais c'est dérangeant pour les autres aussi parce que;-
308;1263.753;spk1;spk2 spk1;oui hm hm hm hm hm hm hm;-
309;1266.017;spk2;-;un enfant qui sème le trouble toute la journée;-
309;1268.686;spk2;-;eh ben à un moment donné euh il;-
310;1270.229;spk2;spk2 spk1;faut faut l'aider cet enfant qui est en souffrance donc euh voilà;-
310;1270.229;spk1;spk2 spk1;ouais et puis su- voilà voilà hm hm hm hm hm;-
311;1273.431;spk2;-;et puis bah les autres est-ce qu'on doit aussi euh;-
311;1276.609;spk2;-;leur faire supporter ça sur une journée d'école qui est assez compliquée quand même pour un enfant donc euh;-
312;1281.133;spk1;-;ouais;-
312;1281.667;spk1;-;ouais;-
312;1282.104;spk1;-;hm hm hm;-
313;1282.561;spk2;-;ça c'est encore des questions je pense qui se posent un peu aujourd'hui;-
314;1286.268;spk2;spk2 spk1;donc en IME euh;-
314;1286.268;spk1;spk2 spk1;d'accord donc oui voilà ouais;-
315;1287.907;spk2;-;lorsque j'ai débuté en IME c- donc j'ai commencé par l'IME je me suis dit ouh là;-
315;1293.008;-;spk2;-;pf
316;1293.421;spk2;-;je me suis demandée dans quel monde j'arrivais;-
317;1294.892;spk1;-;ah oui;-
318;1295.469;spk1;spk1 spk2;bah oui parce que ouais hm hm;-
318;1295.469;spk2;spk1 spk2;franchement euh voir ces enfants euh;-
319;1298.33;spk2;-;complètement euh;-
319;1299.488;spk2;-;y a des y a avait plus rien quoi y avait rien;-
319;1302.594;spk2;-;je me suis dit ouh là là;-
320;1304.016;spk2;spk2 spk1;euh quand je rentrais le soir à la maison que;-
320;1304.016;spk1;spk2 spk1;-;rire
321;1305.765;spk2;-;mes enfants me demand- me faisaient une petite demande ou une petite crise;-
321;1309.257;spk2;-;je me disais non non mais attendez là;-
322;1310.85;spk2;spk2 spk1;on va on va recadrer tout ça;-
322;1310.85;spk1;spk2 spk1;-;rire
322;1312.747;spk2;spk2 spk1;euh non enfin je veux dire on a un;-
322;1312.747;spk1;spk2 spk1;-;rire
323;1315.105;spk2;-;un super décalage;-
323;1316.406;spk2;-;et ça a été assez dur au début hein c'était euh ouais c'était pas évident mais franchement ça me plaisait tellement;-
324;1322.055;spk1;-;d'accord;-
325;1322.613;spk2;-;un peu j'avais un petit peu je pense hein mais comme;-
325;1325.286;spk2;-;comme beaucoup de;-
325;1326.781;spk2;-;d'éducateurs on va dire bon qui le reconnaissent pas forcément mais;-
325;1330.103;spk2;-;envie de comment;-
325;1331.205;spk2;-;dire euh;-
325;1332.223;spk2;-;avoir le pouvoir de changer les choses;-
326;1333.521;spk2;spk2 spk1;quoi l'envie de changer les choses;-
326;1333.521;spk1;spk2 spk1;ouais hm hm;-
327;1335.761;spk2;-;et puis je crois quand on a eu des parcours un peu comme le mien un peu;-
327;1339.619;spk2;-;un peu euh;-
327;1340.987;spk2;-;bah difficile et compliqué euh;-
327;1343.304;spk2;-;moi je pense que à un moment donné j'aurais aimé avoir un éducateur près de moi;-
327;1346.415;spk2;-;quelqu'un qui me guide quoi;-
328;1347.67;spk2;spk2 spk1;qu'il me dise;-
328;1347.67;spk1;spk2 spk1;ouais ouais ouais;-
329;1348.733;spk2;-;qu'il me donne un peu des repères qu'il me;-
329;1351.021;spk2;-;et euh je pense que euh enfin aujourd'hui je;-
329;1351.021;-;spk2;-;pf
330;1353.838;spk2;spk2 spk1;l'analyse comme ça peut-être que je me trompe mais;-
330;1353.838;spk1;spk2 spk1;vous l'analysez comme ça ouais hm hm;-
331;1356.968;spk2;-;je pense pas parce que j'ai essayé quand même de réfléchir sur euh pourquoi;-
331;1360.074;spk2;-;parce que souvent j'entendais on fait pas ce métier par hasard;-
332;1362.819;-;spk1;-;rire
333;1363.545;spk2;-;et euh peut-être mais euh p- pourquoi enfin;-
334;1367.228;spk2;spk2 spk1;pourquoi pas par hasard pourquoi on est là enfin;-
334;1367.228;spk1;spk2 spk1;-; rire
335;1369.733;spk2;-;et puis euh je pense que euh ça m'a fait réfléchir un petit peu sur euh;-
335;1373.536;spk2;-;je pense que oui c'est vrai on le fait pas par hasard;-
335;1375.873;spk2;-;puis on a peut-être envie quelque part de réparer quelque chose ou de de;-
335;1379.916;spk2;-;et puis on on on on;-
336;1381.435;spk1;-;et oui de donner peut-être ce qu'on n'a pas eu;-
337;1383.555;spk1;spk1 spk2;euh ouais hm;-
337;1383.555;spk2;spk1 spk2;ouais et puis on se reconstruit aussi hein en;-
338;1386.06;spk2;-;en voyant euh;-
338;1387.243;spk2;-;le parcours des autres et puis de se dire que euh;-
338;1390.156;spk2;-;ben on n'est pas les seuls dans cette situation on a vécu des choses terribles mais que l'expérience;-
338;1394.776;spk2;-;qui nous a enfin on;-
338;1396.199;spk2;-;que j'ai moi où je m'en suis;-
338;1397.935;spk2;-;pas sortie parce que j'étais pas non plus euh;-
339;1400.218;spk2;spk2 spk1;j'étais pas Cosette hein mais bon euh;-
339;1400.218;spk1;spk2 spk1;ouais;-
339;1400.218;spk1;spk2 spk1;-;rire
340;1403.656;spk2;-;je me dis s- moi j'ai eu la force de;-
340;1406.714;spk2;-;de trouver euh;-
340;1408.738;spk2;-;des moyens et de me donner des chances j'ai eu cette force-là;-
340;1412.036;spk2;-;euh je me dis y a des des enfants qui ont cette fragilité et qui ont pas cette force-là et j'avais envie;-
340;1417.146;spk2;-;bah qu'ils qu'ils puisent un peu en moi euh qui;-
341;1419.906;spk2;spk2 spk1;ouais qu'ils qu'ils puisent euh;-
341;1419.906;spk1;spk2 spk1;hm hm;-
342;1421.901;spk2;-;bah mon envie d'aller au bout de de faire les choses de se dire mais non on n'est pas forcément nul;-
342;1427.266;spk2;-;voilà et parce que moi je pense que je l'ai puisé chez des gens comme ça qui;-
343;1431.261;spk2;spk2 spk1;passaient qui sont passés euh quand j'étais jeune euh dans ma vie;-
343;1431.261;spk1;spk2 spk1;ouais ouais hm hm hm;-
344;1434.511;spk2;-;je pense que c'est comme ça que j'ai réussi à;-
344;1436.872;spk2;-;donc j'en- je me dis;-
344;1438.872;spk2;-;voilà que les gens aussi se servent de ça pour euh;-
345;1441.665;spk2;spk2 spk1;-;pif
345;1441.665;spk1;spk2 spk1;pour avancer ouais;-
345;1443.353;spk2;spk2 spk1;pourquoi pas donc euh j'ai fait;-
345;1443.353;spk1;spk2 spk1;ouais ouais hm hm hm;-
346;1445.113;spk2;-;euh des enfants après euh;-
346;1447.137;spk2;-;j'ai travaillé dans un établissement j'y suis pas restée longtemps;-
346;1450.531;spk2;-;euh d'enfants euh qui étaient retirés euh par le juge des enfants;-
346;1454.377;-;spk2;-;i
347;1456.04;spk1;-;retirés des familles;-
348;1457.054;spk2;spk2 spk1;retirés des familles ouais;-
348;1457.054;spk1;spk2 spk1;oui;-
349;1458.189;spk2;-;par le juge des enfants parce que y avait maltraitances;-
349;1460.838;spk2;-;donc euh j'y suis restée six mois;-
350;1463.511;spk2;spk2 spk1;alors là j'ai franchement euh;-
350;1463.511;spk1;spk2 spk1;d'accord;-
351;1464.905;spk2;-;j'ai je pense que j'étais pas prête;-
352;1466.905;spk1;-;oui;-
353;1467.41;spk2;-;non ça a été assez difficile pour moi d'autant plus que euh;-
354;1470.973;spk2;-;c'était à Orléans ça aussi;-
355;1471.939;spk2;-;ouais;-
356;1472.211;spk1;-;ouais;-
357;1472.564;spk2;-;c'était à Saint-Pryvé;-
358;1473.587;spk1;-;hm;-
359;1474.468;spk2;-;d'autant plus que les les enfants qui arrivaient ils étaient en ils avaient un peu l'âge de mes enfants;-
359;1479.401;spk2;-;et euh;-
359;1480.781;-;spk2;-;pf
359;1481.599;spk2;-;je me disais euh;-
359;1482.806;spk2;-;franchement c'était je sais pas ça me renvoyait à des choses terribles;-
359;1486.441;spk2;-;et j'avais pas l'impression euh;-
360;1488.657;spk2;spk2 spk1;de leur apporter d'avoir la capacité;-
360;1488.657;spk1;spk2 spk1;ouais ouais;-
361;1490.739;spk2;-;de leur apporter quelque chose à ces enfants-là;-
361;1492.917;spk2;-;ça me rendait moi pas;-
362;1494.954;spk2;spk2 spk1;bien donc;-
362;1494.954;spk1;spk2 spk1;oui;-
363;1495.533;spk2;-;euh je me disais euh;-
363;1496.838;spk2;-;euh je suis pas en capacité de les aider donc euh;-
363;1499.487;spk2;-;enfin c'était un peu malhonnête de ma part de de;-
364;1501.848;spk2;spk2 spk1;continuer euh;-
364;1501.848;spk1;spk2 spk1;de vouloir con- ouais hm;-
365;1503.29;spk2;-;donc euh en;-
365;1505.098;spk2;-;le l'établissement que j'avais quitté m'a recontactée pour euh me reproposer parce que je suis encore en contact avec eux;-
366;1511.665;spk2;spk2 spk1;donc je suis repartie travailler là-bas;-
366;1511.665;spk1;spk2 spk1;vous êtes repartie ouais;-
367;1514.074;spk2;-;quelques mois et puis après euh je suis partie dans le secteur adulte;-
367;1517.444;spk2;-;donc j'ai travaillé dans un foyer d'accueil médicalisé;-
367;1520.502;spk2;-;donc là c'était complètement différent ils accueillent euh des personnes euh;-
367;1524.738;spk2;-;euh en polyhandicapées;-
368;1526.546;spk2;spk2 spk1;adultes;-
368;1526.546;spk1;spk2 spk1;d'accord;-
369;1527.603;spk1;-;oui;-
370;1528.113;spk2;-;donc euh;-
370;1528.113;-;spk2;-;bb
371;1531.531;spk1;spk1 spk2;ouais médicalisé hm;-
371;1531.531;spk2;spk1 spk2;c'est médicalisé ou c'est d'accord hm;-
372;1534.589;spk2;-;donc euh c'était assez c'est difficile aussi;-
372;1538.512;spk2;-;mais bon euh;-
372;1540.291;spk2;-;très vite euh j'ai trouvé ma place j'ai;-
372;1543.421;spk2;-;j'ai senti que je pouvais être utile et euh;-
372;1546.166;spk2;-;donc voilà j'ai fait euh;-
372;1548.349;spk2;-;j'ai pas travaillé longtemps parce que après je suis repartie dans un autre foyer de vie qui ouvrait ses portes;-
372;1553.33;spk2;-;le fait de ce projet de ce nouveau projet de construire euh;-
372;1556.914;spk2;-;quelque chose ensemble;-
372;1558.724;spk2;-;euh de donner un peu de soi pour euh;-
373;1562.166;spk2;spk2 spk1;oui pour cet établissement;-
373;1562.166;spk1;spk2 spk1;hm;-
374;1563.716;spk2;-;ça m'a;-
374;1564.358;spk2;-;l'idée m'avait bien plu donc je suis partie;-
374;1566.724;spk2;-;je suis restée;-
374;1568.705;spk2;-;douze treize ans;-
375;1569.474;spk1;-;d'accord;-
376;1570.032;spk2;-;ouais;-
376;1571.383;spk2;-;j'ai démissionné y a;-
376;1573.792;spk2;-;quatre ans ouais quatre ans;-
376;1575.523;spk2;-;parce que j'avais l'impression d'avoir un petit peu fait le tour et;-
377;1579.792;spk2;spk2 spk1;donc ça reprenait un peu non c'était des adultes toujours ouais;-
377;1579.792;spk1;spk2 spk1;donc là c'était avec des enfants aussi ah des adultes;-
378;1583.571;spk2;-;des adultes ouais hm hm;-
378;1585.98;spk2;-;et donc euh et puis j'avais en-;-
378;1585.98;-;spk2;-;pf
378;1588.797;spk2;-;j'avais aussi o- à l'heure actuelle j'ai envie de plus d'autonomie de;-
378;1592.672;spk2;-;parce que quand on est dans un établissement en tant qu'éducateur on n'est pas forcément;-
378;1596.86;spk2;-;autonome on travaille avec une équipe on a un chef de service;-
379;1600.471;spk2;spk2 spk1;un directeur;-
379;1600.471;spk1;spk2 spk1;ouais ouais;-
380;1602.346;spk2;-;bon on est quand même bien euh;-
380;1604.226;spk2;-;dans des dans des missions bien définies on n'a pas forcément euh;-
380;1608.389;spk2;-;même si on participe euh euh au projet à la discussion des projets;-
380;1612.576;spk2;-;on n'est pas euh comment dire euh;-
380;1616.134;spk2;-;on n'est pas force de proposition on;-
